season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
7,4,Can't Fight Biology,2010-10-14,Derek and Meredith visit the obstetrician and receive disturbing news; Lexie notices April and Meredith growing closer; Jackson tries to get ahead in the operating room.,43,Frances Conroy,"Edward Ornelas (Director), Peter Nowalk (Writer)",,/z8jJFUWMDAaUNHN7kT2AzvqpW5d.jpg
7,5,Almost Grown,2010-10-21,"As part of their training, Seattle Grace's residents are put in charge; the attending surgeons compete for a million-dollar grant.",43,Candice Patton,"Chandra Wilson (Director), Brian Tanen (Writer)",,/vw6nFTeYARGj8b2KP4vmw71rZg5.jpg
7,6,These Arms of Mine,2010-10-28,A documentary crew visits the hospital six months after the shooting to document the road to recovery for doctors and patients; Meredith helps Cristina put on a brave face for the cameras.,43,Ryan Devlin,"Stephen Cragg (Director), Stacy McKee (Writer)",,/vCwWgvTdgAl1SHKWNFJqrhttVMo.jpg
7,7,That's Me Trying,2010-11-04,Owen puts the residents through a rigorous trauma certification drill; Cristina is left alone to monitor an ill lung transplant patient.,43,Wynn Everett,"Austin Guzman (Writer), Tony Phelan (Director)",,/jS4F7beUos3hk5wH3mCVFbCRwjG.jpg
7,8,Something's Gotta Give,2010-11-11,A team of doctors tries to save the life of a political figure from the Middle East; Cristina decides to decorate her new place and throw a housewarming party; Alex shows up late to his first day of rounds with the new pediatrics attending.,43,Michael Medico,"Jeannot Szwarc (Director), William Harper (Writer)",,/yO2UVDXZMOyNvSDeFplGjvEeqC5.jpg
7,9,"Slow Night, So Long",2010-11-18,The residents are on their own with the dreaded night shifts while the attendings go out to play to celebrate Derek's grant for his clinical trial.,43,"Masam Holden, Fabrizio Guido","Zoanne Clack (Writer), Rob Bailey (Director)",,/glu5IaeHrjqlWXmZa3xF8DUPl5j.jpg
7,10,Adrift and at Peace,2010-12-02,Derek takes Cristina out on a fishing trip; Teddy tries to help a patient who lacks the proper insurance to seek medical treatment.,43,Scott Foley,"Joan Rater (Writer), Allison Liddi-Brown (Director)",,/ifN42wL06b8by757SpQifuRGfJa.jpg
7,11,Disarm,2011-01-06,"A gunman opens fire at a local college, sending mass casualties to the hospital; Arizona's return is not warmly received.",43,"Paula Newsome, Scott Foley, Peter MacNicol","Krista Vernoff (Writer), Debbie Allen (Director)",,/3otzRoeHrdBJ9CwFgeh6yinfF2x.jpg
7,12,Start Me Up,2011-01-13,"Arizona tries to reconcile with Callie, who has big news to share; Teddy faces an important decision; the residents receive new interns; the Chief makes an announcement.",43,Scott Foley,"Mark Jackson (Director), Natalie Krinsky (Writer)",,/c9plyn7BIrmBpMYDklFkkr2NesO.jpg
7,13,Don't Deceive Me (Please Don't Go),2011-02-03,"Derek breaks ground on his Alzheimer's clinical trial and Meredith can't help but feel left out; Bailey's attempt to take the hospital into the age of new media with live tweets from the OR does not go over well with the Chief; and Callie, Mark and Arizona must learn to navigate through the pregnancy together, which starts off with Callie driving her new obstetrician crazy.",43,Rachael Taylor,"Mark Wilding (Writer), Kevin McKidd (Director)",,/gxAjJKZYrTjgdtLXfZ3imcFCQQl.jpg
7,14,P.Y.T. (Pretty Young Thing),2011-02-10,"Thatcher Grey, Meredith and Lexie's father, returns to Seattle Grace with stomach pains and a new, twenty-something tattooed girlfriend, Danielle. Meanwhile, Alex clashes with the new OB, Dr. Lucy Fields, over a patient and Mark places Jackson on his service in exchange for information on Lexie.",43,,"Steve Robin (Director), Austin Guzman (Writer)",,/6wF0ewBZJhdFO81vbtmVJLs8HWY.jpg
7,15,Golden Hour,2011-02-17,"Meredith, looking to prove she is Chief Resident material, learns that anything and everything can happen in an hour's time when she steps up to run the ER for a night; meanwhile, Bailey sneaks off with Eli and gets into a little mischief, and everyone is surprised when the Chief's wife, Adele, shows up as one of the ER patients.",43,"Scott Foley, Nick Armstrong","Rob Corn (Director), Stacy McKee (Writer)",,/sTkhahG1xdW6sRljlSxfZfKn7eL.jpg
7,16,Not Responsible,2011-02-24,"Meredith must choose between her fertility treatments and her eyesight when she begins having trouble seeing, Mark makes it clear to Callie and Arizona that he takes his role as father-to-be very seriously, and April discovers there's more to Dr. Stark than first appears.",43,,"Debora Cahn (Writer), Debbie Allen (Director)",,/bLZJidzY3enw2OBqHUP0XitpTJt.jpg
7,17,This is How We Do it,2011-03-24,"Richard is desperate for Derek and Meredith to accept Adele into their Alzheimer's trial, but will Adele stand in her own way? Meanwhile Mark and Arizona have conflicting ideas of the kind of baby shower Callie wants, Teddy is freaked out when Henry has another health complication -- leaving them both a little exposed -- and the competitiveness amongst the residents for the Chief Resident position is amplified when Richard receives the green light for his diabetes clinical trial.",43,"Pej Vahdat, Colleen McDermott, Scott Foley","Edward Ornelas (Director), Peter Nowalk (Writer)",,/wkNz5UlqraqwbtzqqbjZruMzv0Q.jpg
7,18,Song Beneath the Song,2011-03-31,"A cataclysmic event leaves the doctors shaken; Callie, on the verge of a life-changing moment, starts imagining about the hospital and her friends.",43,Scott Foley,"Shonda Rhimes (Writer), Tony Phelan (Director)",,/cXPggGEdh0zfYBePfL9XHXRV695.jpg
7,19,It's a Long Way Back,2011-04-28,Everyone pulls together to help Callie and baby Sofia on their painstaking journeys to recovery in hopes of allowing mother and baby to finally meet; the sudden death of a clinical trial patient has Derek proceeding with more caution while Meredith makes a calculated and risky move; Alex treats a cranky old rich woman dying of cancer and gets an idea for a grandiose endeavor that is sure to get him the Chief Resident spot; and Teddy is pleasantly surprised by the return of a familiar face.,43,Scott Foley,"Steve Robin (Director), William Harper (Writer)",,/w8oTylogI04Qhsw81UQDmdi05Lf.jpg
7,20,White Wedding,2011-05-05,"As Callie and Arizona's wedding approaches, the couple quickly realize that the day they've been looking forward to is not turning out the way they'd envisioned. Meanwhile Alex continues to make the other residents jealous as he appears to be the top contender for Chief Resident, Meredith and Derek make a decision that will change their lives forever, and Dr. Perkins presents Teddy with a very tempting proposition.",43,Hector Elizondo,"Chandra Wilson (Director), Stacy McKee (Writer)",,/wcpkXA59P3wTzuFK6tqxqpVlpNp.jpg
7,21,I Will Survive,2011-05-12,"Personal and work pressures are adding up and have Meredith visibly on edge, Owen conducts formal interviews for the Chief Resident position, Cristina grows increasingly defiant, Alex and Lucy's undefined relationship gets tested, and Jackson suddenly backs out of the Webber's diabetes trial.",43,Scott Foley,"Zoanne Clack (Writer), Tom Verica (Director)",,/9ob81IPPGleXEC0xkbWpWCB8dvz.jpg
7,22,Unaccompanied Minor,2011-05-19,"News of Meredith's dishonesty in the clinical trial comes to light, leading to unanticipated consequences for her and others; Cristina finds herself in a compromising situation, which forces her to decide between her career and her relationship; Owen posts his decision for Chief Resident, and Teddy makes a surprising choice regarding her love life -- and her future.",43,"Scott Foley, Mark Sinacori, Jet Jurgensmeyer","Debora Cahn (Writer), Rob Corn (Director)",,/AkrkLsCaoJyVB7FI4HCCnYVN9iV.jpg
8,1,Free Falling,2011-09-22,The fifth-year residents return for the first day of a year that will make or break their careers: Meredith faces the consequences of tampering with Derek's clinical trial and is terminated at the hospital; April tries to step up to the plate as Chief Resident in the wake of a giant sinkhole in the middle of Seattle; and Cristina and Owen are still at odds over their drastically different feelings for their unborn child.,43,,"Joan Rater (Writer), Rob Corn (Director)",,/tgrzFMiG9SwJnUIvVjA4JmSy754.jpg
8,2,She's Gone,2011-09-22,"News of Meredith and Derek's unsteady relationship raises a red flag for Zola's adoption counselor; Alex quickly realizes that he has become the outcast of the group after ratting out Meredith; and Cristina makes a tough decision regarding her unexpected pregnancy. Also, Chief Webber brings Henry in for a last minute surgery, alarming Teddy.

This is an historic episode that finally crosses a long-standing barrier.",43,Scott Foley,"Debora Cahn (Writer), Rob Corn (Director)",,/5h9skk8AE6E8DRr2blTEd08bX63.jpg
8,3,Take the Lead,2011-09-29,The chief makes a decision that shocks everyone at Seattle Grace; Owen and Cristina attempt to find normalcy; April struggles in her new role; the 5th-year residents receive their first solo surgery assignments.,43,,"Chandra Wilson (Director), William Harper (Writer)",,/jEnEgaR9rtOAQsMFVvjVMVoldUe.jpg
8,4,What is it About Men?,2011-10-06,A stampede at a comic book convention leads to an influx of colorful characters in the ER; Mark continues to make life difficult for Jackson; Ben returns and realizes Bailey has moved on.,43,,"Tom Verica (Director), Stacy McKee (Writer)",,/4M8KU725wWKP4vrD6UZkmb0m2tD.jpg
8,5,"Love, Loss and Legacy",2011-10-13,"The residents try their hardest to impress surgical great Catherine Avery-who also happens to be Jackson's mother-when she arrives at Seattle Grace to perform a groundbreaking transplant surgery; Arizona and Alex find their hands tied with a confidentiality issue when a familiar patient comes into the ER; meanwhile, a love-struck Teddy throws a dinner party for the couples, and Bailey makes a decision regarding her love life",43,"Scott Foley, Mark Sinacori","Stephen Cragg (Director), Denise Hahn (Writer)",,/zrLCDpK3fc85VGpRYudCmB2AHRx.jpg
8,6,Poker Face,2011-10-20,"After being blackballed by most of the surgeons, Meredith uses Lexie to spark Derek's interest in her patient's rare brain tumor case and, in secret, gives guidance to April with Bailey's clinical trial; Callie's wish for Arizona and Mark to form a friendship comes to fruition and she realizes it's more irritating than helpful; Alex and Teddy research alternative surgeries for a very superficial patient; and Callie and Cristina struggle with a very difficult spinal surgery.",43,"Joelle Carter, Ali Louise Hartman, Susanne Allan Hartman","Kevin McKidd (Director), Peter Nowalk (Writer)",,/1Btujfs8FsjpS8Jb0CBKIrh5m6x.jpg
8,7,"Put Me In, Coach",2011-10-27,"Owen stresses teamwork and moves his leadership role over to the baseball field when he signs the doctors up for a baseball league, pitting them against their biggest competition, Seattle Presbyterian; Lexie tries to hide her jealous rage when she sees Mark with a new woman, but her emotions get the better of her; Alex fights to keep Zola at Seattle Grace after it is suggested that she be moved to another hospital due to a conflict of interest with Meredith and Derek; and Richard scolds Meredith and Bailey for their feud",43,Scott Foley,"Debbie Allen (Director), Jeannine Renshaw (Writer)",,/bLtxjhpioABCiR0GYSfXdTObia1.jpg
8,8,Heart-Shaped Box,2011-11-03,"The doctors become nostalgic when George O'Malley's mother, Louise, returns to Seattle Grace for medical help after a botched surgery at a neighboring hospital; the residents are inspired by a medical miracle when they witness a harvested heart that continues to beat outside the body; a new pediatric fellow excites Arizona and makes Alex feel threatened; Jackson lets his suspicions about Mark and Lexie interfere with his work; and Henry and Teddy have their first marital fight when he expresses interest in pursuing medical school",43,Scott Foley,"Jessica Yu (Director), Austin Guzman (Writer)",,/AkGhSUkfKaGpsaaRXHcJNDUPT8C.jpg
8,9,Dark Was the Night,2011-11-10,"Teddy puts her husband’s life in the hands of her peers when Henry is sent to the OR for surgery and she’s called away on another case; Meredith and Derek receive the long-awaited news about Zola; Callie and Jackson come under fire when their patient experiences post-surgery complications; and Meredith and Alex are involved in a life-threatening situation when they travel to a neighboring hospital to tend to a sick newborn, on Grey’s Anatomy",43,Scott Foley,"Debora Cahn (Writer), Allison Liddi-Brown (Director)",,/tOetE7Odu1yAV0EJ83bTqAk4tQ9.jpg
8,10,Suddenly,2012-01-05,"A severe car crash involving an entire family results in an all-hands-on situation in the ER, as the eldest daughter is left to make the toughest decision of her life. Meanwhile Teddy, still in the dark about Henry's death, calls upon Cristina to help with her patient in the O.R., and Lexie finds herself working alongside Mark's new girlfriend, Julia, during an eye surgery.",43,Scott Foley,"Ron Underwood (Director), Stacy McKee (Writer)",,/aJGrWjWg3DDzBbLaUwLtpH3y2sJ.jpg
8,11,This Magic Moment,2012-01-12,The doctors split into teams for a risky surgery involving conjoined twins; Bailey recruits Meredith to be a buffer between her and Ben when he puts pressure on moving their relationship to a more serious level; Richard teaches Alex a tough lesson in the OR; meanwhile Teddy questions Cristina about what exactly happened to Henry during his surgery.,43,Holland Roden,"Steve Robin (Director), Zoanne Clack (Writer)",,/efhATb7gQWMt4tF0yq9NhpiM0vC.jpg
8,12,Hope for the Hopeless,2012-01-19,Richard performs a monumental surgery in his career; Derek and Lexie attempt to work miracles for a patient with an inoperable tumor,43,,"Peter Nowalk (Writer), Mark Jackson (Director)",,/cvYYviGnpwFPbFyN8PDDqO9l5ks.jpg
8,13,If/Then,2012-02-02,"As Meredith puts Zola to bed and falls asleep, she begins to wonder -- what if her mother had never had Alzheimer's and she'd had loving, supportive parents? The reverberations of a happy Meredith Grey change the world of Seattle Grace as we know it. What if she had never met Derek in that bar and he had never separated from Addison? What if Callie and Owen had become a couple long before she met Arizona? And what if Bailey never evolved from the meek intern she once was?",43,,"Jeannot Szwarc (Director), William Harper (Writer)",,/vhQPNfOKKyk5PlsnRPFLK3wZFEB.jpg
8,14,All You Need is Love,2012-02-09,"In the spirit of Valentine's Day, Meredith and Derek try to have a night to themselves when Lexie offers to watch Zola; Callie hands babysitting duties over to Mark so that she can surprise Arizona with a romantic evening; and Ben proves to Bailey that he knows her better than she thinks. Meanwhile, the ER fills with romantics, including a 10-year-old girl who has an allergic reaction to chocolates from her valentine and a man who is hit by a car while chasing down his frustrated girlfriend.",43,Aidan Andrews,"Rob Corn (Director), Jeannine Renshaw (Writer)",,/xkPDtGbax12ZySOtDXiangCojb5.jpg
8,15,Have You Seen Me Lately?,2012-02-16,Amelia arrives at Seattle Grace to beg Derek to help with the gliosarcoma case; Cristina and Owen have heated arguments during marriage counseling; Alex realizes he needs to improve his people skills in order to be a good doctor.,43,,"Austin Guzman (Writer), Tony Phelan (Director)",,/o2ZVQqf6N1K5N3U3cKNEaV68K7b.jpg
